companyName,industry,revenue,debtToEquity,yearsInBusiness,paymentHistory,outstandingDebt,creditUtilization,latePayments,collateralValue,annualGrowth,creditScore,riskLevel,loanEligibility
Company 1289,manufacturing,73614.47,0.22,2,36.22,50674.53,61.72,1,124021.96,14.37,539,high,denied
Company 1290,manufacturing,88264.92,1.255,18,87.94,170772.55,91.94,2,59750.45,-10.14,542,high,denied
Company 1291,manufacturing,78398.91,1.661,5,96.02,78071.28,87.03,2,110057.8,7.2,596,moderate,review
Company 1292,healthcare,30483.84,0.479,29,89.98,7888.36,5.24,1,27303.88,28.28,713,low,approved
Company 1293,manufacturing,20335.15,0.262,44,53.37,2722.89,62.39,2,45427.52,1.63,606,low,review
Company 1294,retail,120316.25,4.832,23,36.55,177826.2,21.06,0,334296.9,32.65,540,high,denied
Company 1295,retail,69471.21,0.431,45,49.61,29585.2,31.57,2,167265.06,7.46,648,moderate,review
Company 1296,retail,150166.73,0.168,48,89.0,68602.69,31.78,2,367321.93,4.15,683,moderate,review
Company 1297,technology,57769.35,1.081,3,75.91,52294.76,48.48,2,153358.35,6.75,600,moderate,review
Company 1298,technology,19455.18,0.988,26,97.67,11706.47,5.98,2,47502.96,0.33,664,moderate,review
Company 1299,healthcare,129690.19,0.149,26,53.99,164900.62,26.22,5,249191.03,-24.71,537,high,denied
Company 1300,retail,44520.43,0.968,19,68.6,45536.2,7.62,3,101759.94,18.2,660,moderate,review
Company 1301,technology,78716.08,0.05,41,85.3,24540.22,63.55,1,121213.86,37.89,698,moderate,review
Company 1302,manufacturing,35668.83,0.991,20,46.38,56749.38,85.04,0,24146.73,12.21,585,moderate,review
Company 1303,healthcare,223114.72,0.334,3,97.49,202840.69,94.8,2,505120.46,13.12,622,low,denied
Company 1304,retail,29695.42,0.439,27,71.47,37433.61,45.37,0,68422.78,2.26,659,moderate,review
Company 1305,services,45709.26,0.388,10,30.55,4913.31,28.41,1,48420.12,22.37,587,moderate,review
Company 1306,services,65248.54,0.759,18,31.76,84181.06,81.78,1,188232.51,4.41,573,moderate,review
Company 1307,manufacturing,24990.58,1.485,25,91.76,15929.36,15.18,3,15776.02,9.01,641,moderate,review
Company 1308,healthcare,77996.22,0.875,36,75.17,81061.81,92.68,3,182503.17,-18.48,557,moderate,review
Company 1309,technology,217407.42,0.294,14,83.42,144721.41,69.34,2,635089.68,-2.94,593,moderate,review
Company 1310,services,40442.25,0.161,19,84.88,80597.17,50.35,2,51477.9,10.51,647,moderate,review
Company 1311,retail,82134.57,1.56,4,59.43,44237.71,13.7,2,228429.67,18.61,606,moderate,review
Company 1312,services,10000.0,0.537,19,85.9,18344.33,6.64,3,25660.91,19.02,660,moderate,review
Company 1313,manufacturing,58038.2,0.919,29,95.63,107030.36,54.01,4,136986.03,-18.69,546,high,denied
Company 1314,technology,46609.8,0.482,31,42.05,41944.22,42.25,1,134445.0,-17.17,588,moderate,review
Company 1315,technology,31107.43,0.277,15,83.49,21078.58,80.84,2,66418.8,13.76,591,moderate,review
Company 1316,healthcare,142224.26,0.184,3,51.55,117188.17,62.81,2,247072.21,-6.2,554,moderate,review
Company 1317,manufacturing,46120.14,0.25,29,52.5,91306.09,43.87,1,100966.33,18.42,637,moderate,denied
Company 1318,technology,51949.01,0.061,33,58.89,66272.02,25.34,3,79459.11,-19.45,616,moderate,denied
Company 1319,healthcare,44278.11,2.214,5,90.46,50259.31,48.24,0,58102.53,3.52,584,moderate,review
Company 1320,services,12920.2,0.174,25,31.54,2173.75,19.67,3,9116.68,4.49,564,moderate,review
Company 1321,manufacturing,24207.33,0.736,5,60.37,41416.37,65.03,4,34980.11,12.21,525,high,denied
Company 1322,manufacturing,129168.73,0.411,23,77.6,33484.46,59.52,2,323953.57,-10.47,570,moderate,review
Company 1323,technology,11070.5,1.52,32,37.73,2095.07,77.91,3,31701.38,-24.5,502,moderate,review
Company 1324,healthcare,32433.52,1.283,36,85.46,20181.12,45.46,3,95285.77,7.57,595,moderate,review
Company 1325,retail,43487.29,0.05,35,95.93,43661.17,30.08,1,44196.77,12.9,743,low,approved
Company 1326,services,241565.88,0.303,38,36.37,435071.99,80.28,1,465878.97,20.11,607,moderate,review
Company 1327,retail,110733.65,1.315,12,40.71,177301.15,67.19,1,214753.56,-0.38,522,high,denied
Company 1328,manufacturing,38340.56,0.686,42,98.19,18230.98,68.6,4,36044.68,16.64,655,moderate,review
Company 1329,retail,170009.73,3.601,18,43.85,137189.54,52.53,0,332211.0,12.29,531,high,denied
Company 1330,technology,33109.89,3.174,19,35.53,52394.96,83.84,1,46582.54,24.84,492,high,denied
Company 1331,healthcare,134225.95,1.113,39,96.65,147846.61,25.5,3,383351.47,4.17,671,moderate,review
Company 1332,manufacturing,20189.1,0.158,17,92.48,8712.3,41.15,6,22975.31,-20.95,576,high,denied
Company 1333,manufacturing,141295.15,0.929,4,75.9,120454.81,76.66,0,365587.5,3.99,571,moderate,review
Company 1334,services,43264.73,1.107,36,68.6,55780.27,16.97,2,118637.91,6.33,650,moderate,review
Company 1335,services,26296.64,1.594,33,94.35,51255.55,77.73,2,61525.75,12.77,571,moderate,review
Company 1336,services,50326.4,2.252,29,75.89,68315.22,36.73,3,52173.04,-17.99,516,high,denied
Company 1337,technology,74747.82,0.093,8,76.09,9774.83,16.3,1,86028.96,0.32,657,moderate,review
Company 1338,manufacturing,40303.81,3.719,31,89.06,58017.97,12.12,3,118001.28,18.02,595,high,denied
Company 1339,services,93261.51,0.161,10,75.73,53778.61,80.87,3,64310.59,3.44,551,moderate,review
Company 1340,retail,37556.62,0.156,28,65.26,65277.23,75.08,2,29771.69,0.41,595,moderate,approved
Company 1341,technology,98350.99,0.279,25,57.28,81571.41,30.92,1,289783.76,33.59,659,moderate,review
Company 1342,services,85287.03,1.629,38,65.22,40875.39,15.47,1,208291.13,-11.05,603,moderate,review
Company 1343,manufacturing,57025.94,0.279,48,66.57,56404.34,27.25,2,134921.08,23.5,658,moderate,review
Company 1344,manufacturing,42061.75,1.369,10,55.26,24600.92,24.17,2,37877.43,20.32,549,high,denied
Company 1345,services,67591.17,1.58,6,61.37,37044.07,70.98,1,116415.45,1.62,556,moderate,review
Company 1346,manufacturing,92985.89,0.303,28,86.13,110578.58,24.4,2,241940.58,4.51,661,moderate,review
Company 1347,retail,311588.7,0.856,47,59.16,485442.08,24.45,1,411975.33,4.45,678,moderate,review
Company 1348,retail,126948.44,0.541,8,31.79,214087.55,7.9,3,124652.31,7.73,545,high,denied
Company 1349,retail,130717.26,3.045,24,49.81,111838.13,58.72,6,68935.49,-3.92,450,high,denied
Company 1350,technology,500000.0,0.653,20,46.22,113463.58,67.01,2,1028178.11,-1.42,545,high,review
Company 1351,healthcare,90469.38,0.05,16,85.55,92238.29,63.81,0,111686.79,-0.33,650,moderate,review
Company 1352,services,88231.1,0.732,33,61.45,81541.84,56.17,2,234622.48,0.15,600,moderate,review
Company 1353,retail,105157.24,0.903,15,49.62,49871.87,91.95,1,127113.57,0.34,527,high,denied
Company 1354,retail,26710.91,0.441,25,86.75,48151.09,47.55,2,23477.27,-28.61,579,moderate,review
Company 1355,services,41977.07,2.698,42,31.35,81892.29,82.41,3,121780.45,6.46,504,high,denied
Company 1356,technology,39937.24,1.814,19,42.2,7920.34,63.14,4,116294.96,-2.91,514,high,denied
Company 1357,manufacturing,100517.91,0.499,2,87.89,162026.64,12.57,2,222401.86,-23.0,637,moderate,review
Company 1358,manufacturing,52086.46,0.345,44,68.55,69111.52,77.91,0,146934.05,-0.25,636,moderate,review
Company 1359,healthcare,66874.88,0.323,14,84.16,39906.17,57.59,2,60493.95,-0.71,597,moderate,review
Company 1360,technology,142909.05,0.227,38,88.67,186753.06,63.82,3,235921.71,24.13,656,moderate,review
Company 1361,healthcare,119434.17,2.344,38,95.94,41135.76,21.22,1,120675.95,-3.09,653,moderate,review
Company 1362,retail,52607.99,0.446,26,34.44,12198.34,44.37,4,89273.55,15.02,550,moderate,review
Company 1363,manufacturing,35031.53,0.107,5,85.95,69629.7,84.25,3,86806.22,25.74,582,moderate,review
Company 1364,technology,148482.11,1.292,47,79.61,194378.34,24.39,3,387882.74,-4.42,608,moderate,review
Company 1365,manufacturing,111203.03,0.094,34,44.49,64622.64,5.01,0,56759.25,4.29,667,moderate,review
Company 1366,manufacturing,16564.13,2.77,21,95.22,15819.81,28.18,3,24411.52,30.93,554,moderate,review
Company 1367,technology,46605.64,0.051,42,58.29,88791.55,48.88,3,139125.84,8.43,623,moderate,review
Company 1368,technology,68351.06,0.515,39,92.13,63811.02,78.92,2,134876.29,10.61,634,moderate,review
Company 1369,technology,111643.25,0.626,38,72.36,202168.57,62.9,0,138492.31,-1.11,663,moderate,review
Company 1370,retail,124005.5,0.905,9,66.87,217101.08,87.72,3,182596.32,15.31,565,moderate,review
Company 1371,technology,75141.24,0.09,32,41.17,56648.75,46.0,0,98165.22,4.41,647,moderate,review
Company 1372,services,95625.81,1.496,15,94.0,136019.79,40.17,0,154817.81,-22.48,610,moderate,review
Company 1373,retail,63026.43,0.417,4,68.97,85397.48,25.83,2,101549.23,-0.33,575,moderate,review
Company 1374,services,34923.62,1.202,17,30.43,54666.03,24.63,2,61715.56,-12.75,509,high,denied
Company 1375,services,48581.03,0.51,6,31.28,38634.82,71.25,2,80705.97,6.68,519,high,denied
Company 1376,technology,60790.75,0.792,6,84.43,12112.52,12.23,1,108832.72,-8.75,597,moderate,review
Company 1377,healthcare,58235.86,2.172,36,41.34,24748.76,26.84,2,33192.83,12.17,602,moderate,review
Company 1378,services,13247.2,0.05,25,71.91,16843.18,84.73,3,8426.11,5.67,581,moderate,review
Company 1379,manufacturing,43565.17,0.082,20,77.68,68514.53,56.92,0,62204.97,-13.72,642,moderate,review
Company 1380,retail,62627.8,1.949,10,49.56,96227.14,9.19,1,169868.75,-2.39,529,high,denied
Company 1381,retail,47805.88,3.301,38,69.85,57797.08,68.38,4,118419.04,14.31,513,high,denied
Company 1382,technology,49145.52,2.136,32,46.82,12828.97,50.6,4,38106.65,22.22,502,high,denied
Company 1383,manufacturing,88467.73,2.349,29,96.24,11752.8,81.91,2,153675.29,-8.54,593,moderate,review
Company 1384,services,25256.38,0.382,10,90.21,40058.38,66.42,3,50802.41,-11.46,575,moderate,review
Company 1385,services,16277.94,3.584,7,50.16,18618.96,5.4,1,27720.9,34.26,579,low,review
Company 1386,technology,45318.21,0.893,7,67.02,71926.93,23.52,2,101690.28,4.85,596,moderate,review
Company 1387,healthcare,110336.66,0.193,2,65.04,45160.58,28.22,2,330255.05,6.37,610,moderate,review
Company 1388,retail,230969.84,0.126,48,97.2,201891.67,68.2,1,171191.46,-6.09,681,moderate,denied
Company 1389,services,111938.24,0.292,19,57.58,206685.19,50.84,0,200239.05,8.23,622,moderate,review
Company 1390,technology,18497.47,1.237,33,69.36,7880.59,72.27,1,32942.67,30.73,634,moderate,review
Company 1391,services,49717.2,2.856,49,95.01,10783.72,51.16,2,94758.35,8.82,642,moderate,review
Company 1392,services,73519.61,0.454,46,41.4,98633.03,34.46,4,67448.26,20.97,615,moderate,review
Company 1393,technology,69014.57,1.207,16,68.53,84861.63,14.33,2,144647.25,5.43,667,moderate,review
Company 1394,technology,92174.95,0.584,25,37.4,175948.88,23.24,1,56305.28,-10.39,616,moderate,review
Company 1395,services,28749.07,0.05,23,73.22,52389.15,41.07,2,67641.07,-5.25,588,moderate,review
Company 1396,technology,63067.1,0.204,2,55.6,96109.07,54.63,1,136092.41,-11.77,555,moderate,review
Company 1397,manufacturing,83805.86,0.137,38,97.73,11431.02,89.48,2,111131.53,8.27,650,moderate,review
Company 1398,services,115906.23,0.932,29,59.08,117382.32,26.57,0,344528.18,23.36,691,moderate,review
Company 1399,manufacturing,31427.09,0.05,19,39.53,56650.27,64.95,4,80828.77,7.42,527,high,denied
Company 1400,retail,45427.57,0.487,28,88.38,41972.22,18.73,2,83988.27,0.38,677,moderate,review
Company 1401,retail,10000.0,3.193,37,87.46,19280.77,69.24,1,29762.76,-6.84,531,high,denied
Company 1402,technology,36418.44,0.14,1,78.64,48790.77,6.02,1,93785.73,10.33,628,moderate,approved
Company 1403,services,39358.53,0.228,32,82.42,12121.19,64.03,1,33255.73,-13.57,675,moderate,review
Company 1404,retail,26484.96,0.284,43,48.53,28275.79,19.69,2,52378.03,-12.01,621,moderate,review
Company 1405,technology,68356.35,1.01,36,74.94,97180.34,21.23,3,133441.44,18.5,631,moderate,review
Company 1406,retail,57253.48,1.128,31,32.66,12836.29,55.3,6,122085.19,0.83,488,high,approved
Company 1407,services,10000.0,0.22,5,43.78,7548.34,38.79,2,28518.91,0.54,536,high,denied
Company 1408,technology,71140.09,0.476,37,95.26,104039.12,47.42,0,123078.04,2.46,695,moderate,review
Company 1409,services,28490.92,0.45,37,81.75,11351.8,32.8,5,19757.13,15.89,605,moderate,review
Company 1410,healthcare,88304.93,0.179,25,46.15,67274.74,90.81,1,149970.76,7.48,557,moderate,review
Company 1411,services,21472.3,0.2,29,37.8,30293.76,31.16,2,53025.54,-6.15,574,moderate,review
Company 1412,services,61328.82,2.297,31,96.42,96502.6,53.78,2,85647.05,-5.61,626,moderate,review
Company 1413,services,47737.35,0.109,6,37.85,51803.25,81.89,3,27103.46,2.07,514,high,denied
Company 1414,services,76304.07,0.468,13,47.99,146353.43,64.78,2,95998.76,9.53,572,moderate,review
Company 1415,technology,66155.14,0.115,39,42.78,122924.75,34.05,5,145896.88,4.47,572,moderate,review
Company 1416,healthcare,48818.7,0.726,48,30.52,48795.77,54.72,2,34906.52,3.13,596,moderate,review
Company 1417,manufacturing,17517.96,1.165,14,51.99,7086.39,12.47,0,25224.33,5.69,599,moderate,review
Company 1418,manufacturing,18365.58,0.598,20,98.19,28807.7,54.11,1,15295.35,4.46,644,moderate,review
Company 1419,services,37529.8,0.324,45,53.93,21090.44,43.83,3,63418.65,-6.71,610,high,denied
Company 1420,services,59478.85,1.067,8,65.3,101194.97,73.21,0,50782.08,21.61,595,moderate,review
Company 1421,healthcare,36805.47,0.292,13,82.22,44739.78,81.31,3,28435.62,-2.23,572,moderate,review
Company 1422,manufacturing,98732.51,1.797,3,68.58,83801.85,22.97,2,221604.82,6.94,569,moderate,review
Company 1423,manufacturing,47888.15,0.311,12,82.05,55412.73,12.34,1,42860.08,-25.91,652,moderate,review
Company 1424,retail,27666.84,0.257,32,76.31,30774.84,40.15,1,24540.2,1.77,687,moderate,review
Company 1425,retail,47931.25,2.673,18,72.6,89007.97,53.07,3,94966.09,-11.49,505,high,denied
Company 1426,retail,71731.69,2.802,49,75.48,36388.75,38.91,1,43683.49,-9.69,573,moderate,review
Company 1427,technology,77645.41,0.308,44,85.94,144692.31,61.57,2,45227.02,41.33,693,moderate,review
Company 1428,technology,269063.67,2.614,44,79.71,42928.56,50.51,2,424748.12,8.74,592,moderate,review
Company 1429,healthcare,35061.98,2.762,36,85.42,54748.79,89.3,2,49533.41,23.39,606,moderate,review
Company 1430,retail,56456.01,0.348,35,40.19,104295.11,41.85,1,105095.61,17.83,645,moderate,review
Company 1431,services,84195.7,2.072,25,77.44,71456.82,12.42,1,251215.69,19.75,629,moderate,review
Company 1432,manufacturing,58762.64,6.542,49,81.59,14034.14,32.17,3,93242.58,2.01,498,high,denied
Company 1433,technology,40114.99,0.05,5,51.0,65342.04,59.53,1,77828.94,29.1,575,moderate,review
Company 1434,technology,17336.93,1.716,36,91.22,29497.8,28.04,3,48510.62,17.7,654,moderate,review
Company 1435,technology,39788.47,0.05,7,51.33,29399.26,29.21,2,67956.62,5.62,588,low,review
Company 1436,services,25362.78,2.286,17,47.07,27526.92,35.56,2,62209.86,8.95,557,moderate,review
Company 1437,technology,15043.7,0.169,13,90.7,24641.45,72.15,3,28156.26,2.95,612,moderate,review
Company 1438,manufacturing,31680.51,1.69,30,47.29,14727.69,89.61,4,66307.88,5.78,511,high,review
Company 1439,services,25908.51,0.241,39,59.09,33552.91,36.53,2,73353.62,4.35,606,low,review
Company 1440,services,95514.11,0.404,4,55.75,87700.89,22.59,1,47925.1,10.72,596,moderate,review
Company 1441,technology,96845.62,0.369,30,92.86,41778.23,42.86,1,266553.02,31.1,732,low,approved
Company 1442,technology,29053.57,0.431,11,61.87,48802.34,36.67,2,50676.11,-13.08,562,moderate,review
Company 1443,technology,48621.31,2.103,4,78.6,34856.3,94.1,4,98064.84,22.14,480,high,denied
Company 1444,technology,13540.03,0.505,21,85.58,25393.11,46.75,1,22004.51,-0.52,660,moderate,review
Company 1445,technology,40316.98,0.626,29,73.95,47613.32,66.14,2,46457.12,24.04,623,moderate,review
Company 1446,manufacturing,82387.21,0.058,10,96.06,88777.9,87.24,1,54788.98,-0.0,644,moderate,approved
Company 1447,services,115838.27,0.625,20,86.18,104750.38,61.62,1,331623.47,11.19,642,moderate,review
Company 1448,manufacturing,33845.53,0.29,47,58.01,29150.3,27.44,2,69711.33,2.62,645,moderate,denied
Company 1449,manufacturing,138896.44,0.402,17,96.56,229753.59,59.67,2,372753.16,-20.96,634,moderate,review
Company 1450,technology,17808.77,1.238,49,66.72,24705.25,41.17,0,21851.73,31.08,670,moderate,review
Company 1451,services,22068.31,0.346,41,31.58,34647.49,43.01,2,26371.57,-9.14,603,moderate,review
Company 1452,manufacturing,105633.36,0.45,19,48.2,95076.35,93.14,2,141491.78,6.26,529,high,denied
Company 1453,services,227953.51,1.038,29,73.52,136026.86,30.07,1,245641.69,-10.79,629,moderate,review
Company 1454,services,88853.62,0.405,35,40.98,23550.11,47.2,3,155043.06,-15.06,556,moderate,review
Company 1455,retail,57972.62,1.153,23,70.88,91344.35,19.39,3,164677.25,1.93,595,moderate,review
Company 1456,technology,10340.81,0.199,20,55.31,9193.24,21.07,3,27818.39,-3.9,576,low,review
Company 1457,technology,11873.24,0.084,17,67.41,12674.98,59.31,2,20632.74,-12.53,574,moderate,review
Company 1458,retail,66405.0,0.298,7,30.13,65857.3,72.59,1,91101.43,4.47,510,high,denied
Company 1459,services,44960.96,0.836,2,89.39,41326.4,62.28,2,91235.66,-17.23,604,low,review
Company 1460,retail,24719.11,0.253,17,55.33,34592.15,34.64,3,50195.74,6.88,578,moderate,review
Company 1461,healthcare,63096.85,5.098,39,39.81,79287.17,10.37,1,139406.82,3.09,544,high,denied
Company 1462,manufacturing,65650.8,1.084,12,60.65,127815.69,47.32,1,120731.83,-32.21,560,moderate,review
Company 1463,technology,127456.79,0.431,9,64.03,46383.75,50.38,2,72253.74,-2.85,582,moderate,denied
Company 1464,retail,66788.21,4.982,17,74.62,79457.04,74.36,1,46091.63,12.03,500,moderate,review
Company 1465,healthcare,159965.83,0.468,30,66.72,35217.49,62.63,0,469409.72,-10.95,624,moderate,review
Company 1466,healthcare,60258.28,0.05,11,33.05,98524.99,83.41,2,142546.27,12.68,544,high,denied
Company 1467,retail,54596.88,0.655,11,91.01,69392.17,75.47,0,156726.74,11.49,642,moderate,review
Company 1468,technology,140287.58,1.254,6,61.96,128211.59,37.93,2,189221.85,-10.27,516,high,denied
Company 1469,healthcare,27371.22,0.341,17,35.39,44457.64,61.9,1,50291.15,4.82,524,high,denied
Company 1470,technology,500000.0,0.111,11,84.1,482252.48,72.26,4,652439.9,17.37,623,moderate,review
Company 1471,services,80838.29,2.919,41,76.21,43070.12,91.12,1,224111.02,-8.15,502,high,denied
Company 1472,technology,81199.42,0.548,45,75.46,81016.84,43.01,0,99009.17,1.91,688,moderate,review
Company 1473,technology,91133.14,1.327,19,59.88,21378.05,63.35,2,203639.57,22.25,576,moderate,review
Company 1474,manufacturing,268796.32,1.885,5,58.73,485428.97,40.34,4,252033.89,-7.86,499,high,denied
Company 1475,manufacturing,112871.57,0.858,5,67.54,168045.56,71.4,0,86135.53,11.89,571,moderate,review
Company 1476,manufacturing,16580.05,0.772,16,33.54,25609.54,87.08,2,14741.09,-11.19,498,high,denied
Company 1477,retail,184015.69,0.685,23,50.93,324150.5,87.73,2,335578.04,2.59,550,moderate,review
Company 1478,services,45582.66,2.888,26,99.15,73114.04,19.14,3,119032.41,11.7,674,moderate,review
Company 1479,manufacturing,65233.22,0.392,15,76.35,60048.47,23.37,1,195582.18,-31.07,608,moderate,review
Company 1480,manufacturing,21516.96,1.438,18,59.33,7001.82,72.94,2,44254.1,-3.01,565,moderate,review
Company 1481,retail,91213.81,0.814,14,45.57,73827.83,61.79,3,167286.94,11.44,508,high,denied
Company 1482,technology,35557.29,0.118,26,82.16,66661.43,86.46,1,87727.18,8.39,655,moderate,review
Company 1483,manufacturing,64869.69,1.236,35,48.22,123464.65,33.24,2,42772.51,-2.84,588,moderate,review
Company 1484,technology,47701.63,1.84,3,41.37,74364.67,81.32,1,120374.73,-11.57,482,high,denied
