companyName,industry,revenue,totalExpenses,accountsReceivable,accountsPayable,currentAssets,currentLiabilities,previousCashBalance,availableCash,monthlyExpenses,cashFlowStatus
Prime Corp 1186,services,46316.01,24799.15,6067.44,8605.41,34146.47,15340.39,23558.69,41253.94,24616.52,stable
Omega Solutions 1187,retail,500000.0,260215.2,96067.18,103691.26,363790.65,167453.87,156915.2,353189.37,257642.74,stable
Gamma Tech 1188,services,44918.99,22963.66,6939.9,6343.01,40382.28,10436.63,38514.91,57946.89,23100.31,stable
Omega Holdings 1189,technology,95465.38,65519.71,32978.81,20604.46,126356.23,44629.33,46245.62,74573.0,65921.98,stable
Apex Holdings 1190,healthcare,52265.89,26940.74,17741.75,8717.17,70409.17,17481.49,57998.01,87894.37,28538.07,critical
Flux Inc 1191,retail,80648.9,61213.75,10323.88,14912.5,68195.55,24726.73,65812.94,80254.59,59704.59,critical
Omega Group 1192,retail,116831.96,102440.7,26924.89,17020.28,156936.16,35351.7,57045.14,79549.3,99428.8,tight
Delta LLC 1193,services,49192.99,24062.8,11231.75,3639.93,44742.3,7829.95,58107.48,89601.22,24840.1,stable
Nexus Inc 1194,services,223242.83,122821.94,55509.21,49231.65,239954.92,69550.81,176763.09,275740.47,125739.73,stable
Gamma Holdings 1195,services,65248.54,29079.88,14468.6,6108.8,59862.63,10900.12,29291.7,70372.82,30614.59,stable
Beta Corp 1196,technology,96640.44,70564.77,26844.57,23926.85,142490.66,37283.21,73979.99,94256.97,68411.45,tight
Nexus Inc 1197,technology,37615.3,22318.41,12434.4,7211.4,50673.08,15289.93,43762.17,61906.4,20555.77,stable
Beta Holdings 1198,healthcare,100420.42,65647.85,41218.64,17717.69,165348.43,41157.81,68465.56,120510.23,70312.15,stable
Apex Group 1199,retail,53786.52,46167.34,8430.33,18469.15,38402.77,34433.2,36726.03,33533.33,42800.64,tight
Apex Inc 1200,healthcare,44166.85,31045.69,19437.04,11161.56,60307.37,20589.41,31579.92,51575.57,31939.87,tight
Nexus Corp 1201,manufacturing,35388.09,22292.72,10351.88,3496.0,62264.74,10872.07,19537.52,40556.93,21657.22,critical
Apex Inc 1202,manufacturing,550000.0,356519.77,143329.52,136550.0,447820.25,255848.76,245082.89,386672.83,352157.85,stable
Core Group 1203,services,43645.6,25733.2,9277.93,7773.99,49361.12,17355.19,35834.56,53991.71,27124.99,stable
Nova Group 1204,healthcare,22398.14,13440.46,7993.04,3415.3,20096.96,7892.12,24745.02,39358.52,13267.52,tight
Delta Corp 1205,technology,44524.15,19173.01,10571.73,7056.92,39363.42,13462.91,42839.22,68335.66,18082.06,stable
Nexus Holdings 1206,technology,74690.63,44496.25,22070.81,15832.64,93962.52,31451.73,28873.06,66036.02,46307.68,stable
Peak Tech 1207,manufacturing,101991.4,59316.46,26625.81,14424.37,93686.52,31572.09,67392.26,106958.59,54762.97,stable
Nexus Holdings 1208,manufacturing,102656.88,85133.61,23528.52,37876.93,128110.77,55180.95,31286.36,31531.18,82065.16,tight
Flux Group 1209,retail,102877.23,78612.92,17168.55,27091.0,163535.25,40544.47,59375.22,72910.14,79091.81,tight
Delta Holdings 1210,retail,35743.07,24219.01,5399.54,8034.27,30434.26,14204.32,32255.94,39580.9,23977.84,stable
Nexus Tech 1211,healthcare,94341.26,56049.03,36668.99,9582.37,93951.73,19274.45,52945.34,113848.61,57127.22,stable
Prime Tech 1212,services,26736.69,10663.88,6233.81,2493.17,41667.31,4544.11,28247.38,47793.39,10461.43,stable
Gamma Corp 1213,manufacturing,40118.62,24554.32,10364.95,6975.69,48889.65,10805.18,29272.38,48355.95,24124.46,stable
Nova Inc 1214,retail,28733.9,23886.66,2345.82,8102.06,42073.62,13477.79,25925.2,25745.42,23308.25,stable
Vertex Corp 1215,retail,23139.33,21485.86,5542.7,6528.03,24195.86,14961.22,25348.64,24849.64,22817.19,critical
Prime Solutions 1216,manufacturing,154303.66,116979.41,37481.2,44324.66,211463.52,72953.36,141115.22,156746.63,107944.8,tight
Beta Corp 1217,retail,103869.37,77137.2,15160.32,17646.7,162999.01,33862.73,115045.05,142150.9,82563.24,tight
Prime Tech 1218,manufacturing,143866.7,95735.13,33502.81,34526.6,130137.47,58542.94,147788.34,192367.15,93563.42,stable
Alpha Corp 1219,healthcare,74144.56,42520.45,24139.94,16794.69,120581.89,26376.02,60083.63,94891.81,41601.21,stable
Nexus Holdings 1220,technology,144901.64,110818.06,54657.32,42057.11,218615.95,77349.25,82233.1,123842.61,114823.34,tight
Peak Inc 1221,technology,19021.64,11125.76,7024.74,4241.74,31999.14,7675.34,10810.54,18540.91,10926.88,stable
Omega Group 1222,technology,155256.56,119431.17,50026.72,49749.31,154156.26,68480.38,168887.78,200085.84,121660.14,tight
Gamma Group 1223,services,62089.7,41071.19,12084.21,7197.87,70081.35,18608.71,21638.0,50527.8,43723.6,stable
Vertex Solutions 1224,manufacturing,108770.76,60991.71,30559.79,21905.63,98958.89,31606.36,124791.95,175688.22,64370.15,stable
Nexus Group 1225,technology,105491.21,57674.56,32036.61,25411.61,186062.44,43829.45,62699.1,112691.44,57816.36,stable
Flux LLC 1226,services,24464.92,12146.25,4660.29,3912.25,18426.5,8575.83,23608.25,35252.22,12567.29,stable
Core Solutions 1227,manufacturing,19868.25,13780.86,5302.94,2965.57,16538.11,8159.19,11861.88,18682.41,13543.69,stable
Flux Tech 1228,manufacturing,37259.67,25901.99,8493.05,11646.21,60587.89,16863.6,43145.63,49541.56,27046.0,stable
Beta Solutions 1229,services,84674.8,66867.62,18002.98,13534.22,85807.36,35979.09,28182.03,45899.31,63338.97,tight
Peak Solutions 1230,technology,135190.12,69463.63,41937.47,17412.26,190243.74,41604.12,83545.74,164798.49,64413.7,tight
Alpha Group 1231,technology,26056.18,16111.0,8602.37,3248.28,29120.97,9146.38,28159.31,41188.72,16216.0,stable
Vertex Tech 1232,manufacturing,30044.37,22512.87,6581.01,6514.19,41094.74,11352.19,16423.78,22360.32,21487.5,critical
Delta Group 1233,technology,43642.02,26179.72,14642.2,7216.78,44862.96,14094.42,23918.34,47839.7,27137.8,stable
Nexus Tech 1234,healthcare,53985.86,35566.67,16448.65,10576.54,68214.05,17881.08,59863.66,78815.83,33297.93,stable
Omega Solutions 1235,technology,26179.28,13519.38,7104.32,5791.64,34160.4,7901.71,27423.43,40435.77,12456.21,tight
Flux Inc 1236,technology,24952.34,15183.97,6825.81,4456.45,27627.15,9235.66,9861.02,19088.66,15610.83,stable
Alpha Corp 1237,technology,40331.82,25849.14,9937.66,7868.17,40255.11,14533.78,33159.29,51152.21,25852.45,stable
Gamma Solutions 1238,retail,64151.52,49794.93,12880.54,20714.92,53950.77,31272.9,32143.48,35073.61,53396.22,tight
Nova Holdings 1239,technology,30269.29,19542.34,7614.16,7725.62,44123.29,14795.57,14941.66,24691.82,18752.78,stable
Beta Holdings 1240,technology,70949.35,50587.5,18805.42,11226.21,66219.64,25083.14,60581.06,80496.25,47538.13,tight
Zen Tech 1241,services,125678.42,78543.65,33024.57,12086.12,132577.76,43398.68,51714.1,115289.1,72550.53,stable
Omega Group 1242,retail,21132.69,15970.05,2567.01,5411.45,20253.14,10974.45,15274.73,17934.76,15827.59,critical
Apex LLC 1243,retail,50758.96,33311.04,7136.35,13439.5,55579.01,25674.74,26914.41,38284.32,31183.49,tight
Core Group 1244,technology,176693.11,97534.52,44067.0,30806.77,256552.61,64293.6,188801.93,283743.42,101836.08,stable
Flux Corp 1245,retail,42846.76,31382.23,8211.48,6695.5,47970.92,12233.87,34236.48,45862.24,29233.1,tight
Delta Holdings 1246,retail,37837.81,29142.22,7277.6,10852.75,59156.79,15697.86,18676.67,24277.4,31104.09,tight
Core Tech 1247,manufacturing,167059.75,110549.02,47937.34,38787.42,245032.04,80660.04,189415.54,261264.58,111271.63,stable
Peak Corp 1248,technology,60925.23,31994.36,19915.02,10222.51,101462.63,16127.04,63399.21,93564.74,32999.6,stable
Apex Solutions 1249,services,130383.52,59317.21,26556.44,24260.79,185148.95,38959.98,70245.81,129879.85,55814.34,stable
Nexus Solutions 1250,services,75948.58,31739.35,13198.43,12228.31,62461.1,21828.75,88475.98,126632.19,29654.74,stable
Apex Corp 1251,technology,59165.18,34387.04,15338.66,12048.72,102780.51,19028.42,32006.3,59360.22,33582.02,stable
Gamma Solutions 1252,technology,114246.84,55115.74,41642.44,19258.96,188630.86,30630.51,64364.25,130155.3,55295.94,stable
Omega Solutions 1253,technology,100581.53,52298.16,34020.72,18234.32,141916.71,32174.93,65113.16,117696.18,52929.94,stable
Alpha Group 1254,manufacturing,149046.92,99636.06,32094.99,30643.01,131245.61,54577.96,66821.42,105288.67,96922.58,stable
Vertex Inc 1255,technology,50195.86,24752.91,15158.73,7157.96,48924.51,15057.7,46095.59,71971.63,23852.55,stable
Alpha LLC 1256,services,55692.7,32322.94,10302.83,11729.35,72362.94,17184.46,44643.47,65188.78,34812.63,stable
Alpha Holdings 1257,healthcare,68398.69,48509.57,20081.14,16160.88,82747.82,29364.69,75581.67,93620.36,46745.08,tight
Gamma Inc 1258,services,94651.59,47898.05,19771.07,14225.44,131068.04,23496.82,48914.78,91005.56,45123.21,stable
Core LLC 1259,manufacturing,29003.36,19288.33,6648.3,3626.18,31951.64,9445.1,13144.55,23577.37,18854.6,stable
Peak Tech 1260,services,121567.04,72088.57,18523.55,25993.6,141652.14,38901.3,75707.22,114471.99,69826.39,stable
Vertex Solutions 1261,technology,113032.12,61362.92,25550.16,21096.55,103311.51,33332.8,48773.11,91850.29,60594.51,stable
Vertex Solutions 1262,retail,20878.18,14351.27,1499.26,3626.2,15178.67,8663.1,24041.98,27518.73,14635.34,stable
Alpha Tech 1263,retail,157410.18,133124.91,20688.21,34199.38,111300.56,61994.77,148863.12,151677.53,135321.96,tight
Prime Corp 1264,services,321873.52,199798.16,63005.21,44758.13,487762.16,111543.93,327207.76,446193.34,206137.04,stable
Core Inc 1265,manufacturing,146792.8,109819.22,30273.81,48163.92,185196.91,72133.68,142864.52,152911.29,103786.81,tight
Prime Holdings 1266,services,168759.06,105314.36,39242.72,42974.62,283460.88,64959.72,87507.86,145015.35,97663.38,stable
Alpha Group 1267,technology,83338.12,36820.26,24728.31,11720.43,128858.15,19997.21,35551.29,100011.17,38533.49,tight
Alpha Corp 1268,services,14263.16,9389.54,3264.04,2539.83,21360.62,6016.15,9791.52,14404.36,8964.61,stable
Gamma Solutions 1269,manufacturing,15063.26,11016.74,3628.05,4087.73,18827.76,6834.11,15757.93,17275.74,10691.82,tight
Nova Corp 1270,manufacturing,80771.21,63071.21,17013.98,19446.02,123264.78,32750.27,48257.87,57778.86,62623.95,critical
Zen Group 1271,services,33558.87,19496.79,6903.26,8632.31,55297.27,14172.52,10356.49,22324.05,20171.56,critical
Beta Group 1272,retail,28806.0,21717.25,2502.27,3616.72,37695.72,8968.07,25754.14,31409.41,20548.28,tight
Delta Holdings 1273,retail,56942.81,41452.95,10077.28,6644.32,44561.21,21051.27,27335.78,46831.69,44121.88,tight
Vertex LLC 1274,manufacturing,107772.57,78606.24,21893.19,25199.85,145941.56,56454.59,84984.23,121008.41,76361.59,tight
Zen Corp 1275,technology,24346.86,14000.91,8421.86,2953.96,23527.46,6897.23,7630.11,20796.83,15082.14,stable
Nova Tech 1276,retail,41810.3,34260.61,5564.0,11350.24,29697.84,20358.63,31690.74,31126.3,33084.31,critical
Beta Tech 1277,technology,260474.65,123226.25,91980.55,47371.49,402700.86,76423.16,170414.92,338664.8,127675.27,tight
Beta Group 1278,technology,32929.81,18331.17,8030.55,3509.19,51984.78,10719.47,35971.56,53268.56,17969.44,stable
Gamma Corp 1279,services,108060.71,77110.59,17950.13,21759.26,89145.0,42642.41,102617.95,130824.11,81263.31,tight
Omega Holdings 1280,manufacturing,44690.92,29045.23,12023.95,10357.53,37683.17,16006.81,14856.39,30370.05,28870.53,stable
Zen LLC 1281,retail,92654.7,67721.81,19320.81,27099.5,147788.68,53667.04,93634.08,115386.92,71736.71,tight
Apex Inc 1282,retail,144042.26,97861.38,33609.44,29251.08,124674.31,67438.6,145785.85,200645.46,101837.5,stable
Zen Inc 1283,retail,108339.53,84165.48,16475.01,17830.13,74445.99,39623.2,97187.99,120454.82,85323.98,tight
Nexus Inc 1284,manufacturing,136303.3,87383.89,46600.37,28464.41,213034.11,49178.45,154890.59,201072.83,83888.39,stable
Peak LLC 1285,services,21447.53,11477.67,3978.88,3286.69,32884.04,6960.8,21939.28,30309.7,11036.68,stable
Vertex Inc 1286,services,131342.97,81158.04,33484.36,30968.09,166728.3,59960.27,65278.61,129024.91,87539.3,stable
Vertex Solutions 1287,retail,30267.98,21008.97,3114.3,6652.97,34590.73,12422.73,19474.15,22639.34,22438.88,stable
Apex Group 1288,retail,73690.81,59917.18,12601.87,14010.25,74270.8,27953.17,45314.76,57303.56,56450.79,critical
Omega LLC 1289,manufacturing,80975.92,62009.61,10762.94,23335.32,70560.68,37309.1,61089.61,55312.8,59073.47,tight
Apex Inc 1290,manufacturing,97091.41,76158.16,18828.01,23252.92,140700.27,40894.94,112465.09,116324.68,71367.08,tight
Omega Tech 1291,manufacturing,86238.8,61336.77,23571.98,12467.56,139932.66,23478.01,73651.26,105822.9,58405.73,tight
Vertex Corp 1292,healthcare,36580.61,33262.77,10402.72,10608.22,40444.36,22072.41,21276.93,20400.17,32146.41,critical
Zen Inc 1293,manufacturing,22368.66,17545.14,6069.68,7623.3,23378.98,10715.45,25665.04,26413.5,18492.94,tight
Peak Holdings 1294,retail,120316.25,93364.23,23500.52,33765.63,115878.34,57067.34,111923.51,117078.81,87316.95,stable
Nexus Holdings 1295,retail,69471.21,47235.28,8679.32,11319.51,46929.84,28264.5,37477.8,48309.29,50123.22,stable
Flux Solutions 1296,retail,150166.73,111459.04,15249.78,40488.83,132541.26,68468.0,167565.27,180838.5,119875.18,stable
Peak LLC 1297,technology,75100.16,53629.48,20749.47,12591.23,60225.94,24587.64,45795.44,70110.61,51756.66,tight
Omega LLC 1298,technology,25291.73,18634.01,6366.17,5828.84,38952.22,13041.38,19337.81,22648.58,18503.52,tight
Nova LLC 1299,healthcare,155628.23,119563.93,53682.3,36823.15,171325.85,58540.25,113811.01,150268.08,120124.99,tight
Omega Group 1300,retail,44520.43,36186.89,6905.32,8113.73,59891.54,21546.79,50364.53,58312.46,34482.86,tight
Delta LLC 1301,technology,102330.91,51119.12,29133.56,13002.88,135883.97,21464.08,55166.29,119947.26,53013.19,stable
Peak LLC 1302,manufacturing,39235.71,28994.13,13093.66,12544.44,65570.0,19891.04,23540.49,33040.03,29365.25,critical
Beta Corp 1303,healthcare,267737.67,147439.87,84077.61,33200.45,475076.0,78601.64,239396.07,379050.99,138290.99,stable
Zen Tech 1304,retail,29695.42,18737.88,6520.27,7313.55,32274.86,11857.66,32604.21,40773.75,19925.06,stable
Peak Corp 1305,services,41138.33,23413.17,6085.92,8199.55,30289.29,14840.74,16595.03,30263.86,22672.16,stable
Prime Inc 1306,services,58723.69,34755.96,11958.43,10767.01,85342.23,17752.97,28709.73,53626.68,32844.37,stable
Omega Tech 1307,manufacturing,27489.64,21229.43,8498.57,4060.22,22828.98,10264.71,31701.9,43081.48,22866.14,tight
Flux Solutions 1308,healthcare,93595.46,64559.43,38052.91,13646.01,105718.99,25501.68,93554.97,140540.82,60457.67,tight
Prime Holdings 1309,technology,282629.65,181597.14,78850.03,36990.12,235215.07,100371.9,172817.51,300263.49,168803.89,stable
Nexus Holdings 1310,services,36398.02,17151.76,8289.78,5592.13,59179.61,10668.15,22634.89,44476.02,16431.53,stable
Core Corp 1311,retail,82134.57,60911.15,14049.85,26923.64,55552.21,43399.07,59348.84,65470.28,59149.74,tight
Vertex Solutions 1312,services,9000.0,3864.88,1557.03,1596.86,10491.71,2229.41,8157.78,12362.62,3823.94,stable
Nova Inc 1313,manufacturing,63842.02,34457.48,17926.68,5429.66,76916.65,14903.52,51388.8,89733.34,35478.36,stable
Vertex Tech 1314,technology,60592.74,39945.85,23820.5,9272.15,93668.46,20892.09,60502.34,92047.52,39087.58,stable
Nova Inc 1315,technology,40439.66,21827.31,13085.67,4303.85,45022.65,9027.65,14103.33,39380.26,22034.52,stable
Flux Holdings 1316,healthcare,170669.11,122847.61,64567.17,54385.05,299014.54,93622.27,177007.19,196054.54,113134.02,tight
Nexus Group 1317,manufacturing,50732.16,40010.82,14388.03,8829.71,77009.05,15599.19,17870.21,37424.28,39273.98,tight
Prime Inc 1318,technology,67533.72,37174.25,15326.86,7821.24,78288.16,15336.84,73806.02,110774.92,39820.87,stable
Core LLC 1319,healthcare,53133.73,37046.16,19819.48,12457.24,65409.62,24845.0,18008.56,40764.65,38675.28,stable
Gamma Solutions 1320,services,11628.18,5780.46,1734.48,1831.57,17035.87,2911.39,4826.27,10156.67,6003.17,stable
Omega Inc 1321,manufacturing,26628.07,14707.47,5871.64,3202.63,39344.72,6311.6,12306.58,25684.89,14247.46,stable
Vertex Tech 1322,manufacturing,142085.6,100861.56,50880.44,35413.45,178615.4,66954.25,71148.75,109770.34,100670.75,tight
Apex LLC 1323,technology,14391.65,8092.86,4135.25,1449.45,16243.99,4137.98,9521.31,17848.58,8538.97,stable
Gamma Holdings 1324,healthcare,38920.22,23927.88,12181.69,3728.22,33155.33,7625.41,34636.42,52195.58,25383.29,stable
Core Holdings 1325,retail,43487.29,39487.65,9029.23,6899.46,34326.1,14072.29,47981.4,46948.64,40817.87,critical
Zen Group 1326,services,217409.29,93036.27,33180.17,24139.23,153607.19,48470.96,167851.39,316015.38,92389.35,stable
Peak Holdings 1327,retail,110733.65,86441.97,14132.83,38251.0,72203.27,64027.88,86288.17,85413.46,80538.54,tight
Flux Solutions 1328,manufacturing,42174.61,26165.78,13177.57,8220.61,40712.21,15113.86,24772.3,44107.44,24572.19,critical
Alpha Holdings 1329,retail,170009.73,139860.36,25865.0,52645.93,256592.32,96249.85,173514.04,170810.81,128678.09,tight
Vertex Group 1330,technology,43042.86,26853.34,9552.08,6617.97,65428.57,15721.21,17192.94,31534.99,26248.39,stable
Prime Holdings 1331,healthcare,161071.14,109584.35,60755.95,40086.15,277489.06,82537.59,91970.47,147443.71,101227.61,stable
Prime LLC 1332,manufacturing,22208.01,13866.88,5111.77,6099.41,30069.14,9392.38,8600.79,15422.18,13722.71,stable
Vertex Corp 1333,manufacturing,155424.67,99277.97,50822.71,25547.03,225529.85,44486.9,76587.48,137603.15,100827.37,stable
Flux Inc 1334,services,38938.26,24304.48,6607.46,10930.16,30902.27,16180.44,32238.47,40742.6,24677.33,stable
Gamma Holdings 1335,services,23666.98,16369.59,5977.36,5590.59,34353.25,8652.38,9783.09,17442.39,16514.43,stable
Core Tech 1336,services,45293.76,26651.96,13080.15,9983.22,48410.49,16607.87,17689.75,36078.67,25484.27,stable
Omega Corp 1337,technology,97172.17,51326.96,25017.25,11581.94,124060.31,30477.53,101381.64,160187.05,51484.54,stable
Delta Group 1338,manufacturing,44334.19,32236.06,10655.25,11054.62,75149.2,18686.99,18020.48,29562.37,34710.94,tight
Nova Inc 1339,services,83935.36,62464.51,18418.04,18945.6,133461.14,30639.31,71114.07,88270.03,61911.0,tight
Nexus Group 1340,retail,37556.62,28475.2,4023.54,12441.41,31559.81,20433.2,23165.3,22099.04,30181.39,tight
Peak Solutions 1341,technology,127856.29,91666.22,40084.83,38628.37,198198.39,75110.24,141502.44,185301.51,89926.84,tight
Nova Solutions 1342,services,76758.33,37670.96,14488.44,10133.56,60857.43,17556.44,71906.82,108214.3,38412.6,critical
Vertex Solutions 1343,manufacturing,62728.54,43698.78,14913.5,18967.93,47955.28,34020.79,22173.73,29499.78,43571.8,tight
Omega Solutions 1344,manufacturing,46267.93,34680.83,11680.2,14407.93,36117.73,26748.75,51168.69,57865.63,35727.48,tight
Delta Corp 1345,services,60832.05,35391.25,12383.17,11577.02,53155.64,20436.67,40910.1,61624.48,37641.44,stable
Apex Group 1346,manufacturing,102284.47,65327.96,26409.24,11408.57,148633.91,31326.27,58138.98,102939.5,64710.23,stable
Apex Inc 1347,retail,311588.7,213512.6,37408.93,42326.11,306405.29,97432.3,282144.76,380634.43,222305.89,stable
Delta Tech 1348,retail,126948.44,105248.23,15518.36,18214.5,81016.45,40904.09,120115.64,132318.76,111690.09,tight
Omega Solutions 1349,retail,130717.26,110498.45,18832.52,20154.69,213342.76,48500.82,74891.28,83504.89,115617.52,tight
Delta Corp 1350,technology,650000.0,468631.47,193545.38,207643.91,865241.34,289102.62,400719.08,568849.44,432982.18,tight
Alpha Inc 1351,healthcare,108563.26,86233.37,35615.0,18423.78,132657.55,46599.58,47843.55,75329.49,79337.31,tight
Flux Group 1352,services,79407.99,44529.58,17167.77,15908.48,98072.59,31818.82,66234.14,100667.22,47258.07,stable
Peak Tech 1353,retail,105157.24,76249.94,6231.82,25998.06,113489.15,43295.36,122110.5,118983.98,79047.57,tight
