companyName,industry,revenue,numDepartments,fiscalQuarter,yoyGrowth,operatingMargin,headcount,prevUtilization,totalBudget,remainingBudget,approvedDepartments
Company 1875,services,24338.66,6,3,8.21,24.27,223,51.87,47878.61,29539.04,5
Company 1876,healthcare,27612.06,6,1,2.72,8.32,233,53.82,31676.99,26925.45,2
Company 1877,retail,332620.49,5,2,2.78,26.28,90,86.84,98723.43,79318.36,4
Company 1878,retail,51934.54,3,2,2.18,30.21,280,77.5,64370.62,54715.03,3
Company 1879,manufacturing,32214.84,4,3,-8.39,8.16,207,58.21,56255.01,33303.96,1
Company 1880,manufacturing,188128.28,7,4,30.8,8.78,425,94.3,161237.48,53845.37,3
Company 1881,manufacturing,75015.26,4,4,2.36,13.43,243,61.91,54336.22,15570.14,2
Company 1882,manufacturing,95084.76,3,2,12.16,5.36,482,54.3,84096.35,71184.81,1
Company 1883,retail,53613.83,5,3,0.98,34.58,155,91.22,38740.9,18047.31,5
Company 1884,healthcare,46400.32,3,1,0.74,22.95,170,83.45,32405.58,27544.74,3
Company 1885,retail,52278.0,4,2,-0.47,23.23,27,71.69,29003.0,22681.54,3
Company 1886,retail,19807.37,7,3,-13.6,33.77,371,88.1,54958.36,35725.62,2
Company 1887,technology,55807.19,4,3,3.07,29.96,46,100.13,42055.25,21590.33,4
Company 1888,technology,75873.78,6,4,0.12,29.43,149,51.88,47907.57,14380.95,6
Company 1889,services,263121.34,5,2,19.06,15.19,456,84.52,142874.58,97247.7,4
Company 1890,retail,64138.45,4,4,-9.36,15.05,309,62.0,79646.22,29865.96,2
Company 1891,technology,10000.0,6,4,-1.93,13.75,283,76.08,39008.52,11940.3,4
Company 1892,healthcare,55537.38,5,3,-5.78,15.4,404,73.32,52692.65,25873.89,2
Company 1893,manufacturing,500000.0,4,1,22.31,16.09,388,71.45,173987.31,147889.22,2
Company 1894,technology,119741.79,4,2,-5.43,9.2,444,60.47,115413.99,94982.07,2
Company 1895,retail,31297.35,7,4,11.75,15.68,335,94.15,44328.03,11160.17,3
Company 1896,technology,96075.08,3,3,16.64,18.4,229,70.87,80042.93,38329.9,3
Company 1897,healthcare,33070.25,7,4,3.25,14.28,74,98.8,29152.15,12002.2,5
Company 1898,retail,20271.15,5,4,-11.52,9.96,191,69.51,34855.47,11387.64,3
Company 1899,technology,45310.97,7,1,-11.37,16.2,355,96.18,45345.88,38543.99,2
Company 1900,technology,64422.69,4,4,15.32,19.43,134,79.95,62931.16,19587.42,4
Company 1901,manufacturing,13390.16,5,2,-10.13,26.62,338,71.21,51166.58,39905.33,1
Company 1902,technology,23877.04,6,4,9.7,26.34,75,88.72,11259.41,3968.99,5
Company 1903,services,60371.26,4,3,6.37,11.08,39,93.27,17743.9,11905.85,3
Company 1904,technology,43194.2,4,2,9.53,6.1,188,76.55,65186.34,55408.39,1
Company 1905,manufacturing,82112.79,5,1,10.66,14.11,122,73.4,45947.96,39055.76,1
Company 1906,retail,22657.93,6,1,-6.2,9.71,437,81.76,39032.29,33177.45,4
Company 1907,retail,106010.24,4,3,-6.71,16.87,195,82.18,60813.05,29254.34,2
Company 1908,technology,23225.19,6,3,13.58,34.38,215,73.4,43410.96,26952.27,6
Company 1909,services,222835.13,6,3,-2.55,10.43,207,91.67,95401.83,63932.65,3
Company 1910,services,15174.83,3,1,-28.0,14.57,165,71.98,20111.16,17094.49,2
Company 1911,technology,24983.14,7,3,12.79,26.75,459,74.91,34045.54,19101.05,6
Company 1912,technology,83608.18,3,1,-7.44,20.28,372,83.29,59003.47,50152.95,1
Company 1913,services,226700.85,6,1,10.61,6.32,87,104.28,116596.43,99106.97,4
Company 1914,manufacturing,77036.49,5,2,21.71,9.85,115,64.34,55317.08,43806.45,1
Company 1915,technology,93928.24,6,3,5.2,33.06,49,62.76,50804.28,29232.27,6
Company 1916,technology,60720.07,6,3,16.95,8.09,135,59.73,50769.82,28829.93,4
Company 1917,healthcare,26340.98,6,4,6.85,24.05,331,87.92,63859.59,17686.06,5
Company 1918,healthcare,40452.73,6,4,24.05,28.77,468,74.7,81425.76,23215.77,6
Company 1919,manufacturing,22707.99,7,2,-7.75,12.96,246,71.37,40578.62,29374.08,2
Company 1920,services,21526.33,6,4,4.9,26.75,49,61.22,10686.45,2266.18,5
Company 1921,manufacturing,82569.79,7,1,13.08,10.1,33,99.01,48880.04,41548.03,2
Company 1922,retail,24378.52,5,4,2.72,13.54,213,74.37,23978.05,8074.71,5
Company 1923,manufacturing,77315.0,4,2,18.83,14.35,139,83.42,45815.09,38528.53,4
Company 1924,retail,21131.96,4,4,-0.18,34.89,292,56.19,58174.86,25646.82,3
Company 1925,technology,75895.03,6,4,29.83,11.44,67,55.94,55607.67,24797.88,6
Company 1926,technology,40499.87,5,3,30.47,8.88,122,53.7,31017.15,20889.34,3
Company 1927,retail,184479.28,3,4,8.38,32.77,282,70.2,96595.5,26992.02,2
Company 1928,healthcare,77573.03,4,1,11.63,9.86,147,76.01,43907.39,37321.28,1
Company 1929,technology,160914.16,7,1,19.3,31.38,188,63.45,119396.76,101487.24,6
Company 1930,retail,32711.52,6,3,-9.25,24.51,118,69.23,32952.19,22096.78,2
Company 1931,manufacturing,62624.68,6,3,-10.74,22.31,35,50.34,40002.74,27381.05,4
Company 1932,manufacturing,27313.33,3,1,20.08,27.54,179,69.31,20122.98,17104.53,2
Company 1933,healthcare,43006.9,3,3,8.29,26.78,171,56.55,33823.54,13538.34,2
Company 1934,services,48548.41,4,1,2.28,8.32,450,57.06,69246.02,58859.11,2
Company 1935,healthcare,33500.43,7,4,5.13,34.98,447,50.25,65380.36,25134.52,7
Company 1936,technology,22642.81,5,1,-23.63,33.26,221,88.3,40561.48,34477.26,1
Company 1937,manufacturing,19325.6,6,2,2.71,31.9,151,101.22,39841.98,33865.68,5
Company 1938,manufacturing,10000.0,5,4,-4.04,23.67,214,84.19,17174.84,7089.27,4
Company 1939,technology,25717.39,5,3,16.02,20.68,307,55.29,32944.83,16901.28,5
Company 1940,technology,98912.92,6,3,16.94,21.09,199,104.43,97471.33,46559.19,6
Company 1941,technology,16667.25,7,3,11.92,5.45,380,103.66,52126.24,31417.37,3
Company 1942,manufacturing,20040.32,5,4,9.75,19.98,482,75.75,92016.43,25452.37,3
Company 1943,retail,250877.2,5,2,-12.97,23.71,207,55.93,58789.77,49971.31,3
Company 1944,technology,35983.05,7,4,12.09,24.76,67,89.64,21535.27,4385.34,7
Company 1945,services,77407.33,4,3,12.55,14.96,69,102.88,37789.12,22875.68,2
Company 1946,services,100092.87,7,4,19.94,19.14,437,92.83,133922.52,48957.09,6
Company 1947,technology,101724.24,5,3,30.42,24.09,213,84.33,39086.32,21241.8,4
Company 1948,services,17714.67,7,1,-15.31,17.85,170,83.6,35093.55,29829.52,1
Company 1949,technology,49769.23,5,3,0.34,33.86,313,103.79,62641.27,24746.93,4
Company 1950,services,16406.26,6,4,-3.91,26.16,478,54.02,33345.06,9919.68,5
Company 1951,services,423815.83,4,1,7.07,5.04,218,58.23,219127.61,186258.47,1
Company 1952,technology,16715.64,6,4,5.16,5.7,164,95.69,26596.94,11408.46,1
Company 1953,healthcare,25893.0,4,1,2.19,25.71,432,57.98,77433.61,65818.57,3
Company 1954,services,26043.39,6,4,17.33,17.38,50,71.08,13600.58,5116.83,2
Company 1955,services,18081.99,6,4,-8.22,30.18,423,65.48,59957.58,14187.21,1
Company 1956,services,176676.41,5,1,-7.49,10.19,264,63.39,102436.81,87071.29,3
Company 1957,manufacturing,415799.45,5,3,-7.29,5.41,19,51.41,215793.4,82213.83,3
Company 1958,technology,40921.08,4,1,0.68,16.64,121,81.14,50421.83,42858.56,4
Company 1959,services,20819.84,6,3,-9.74,27.08,342,72.07,47450.66,26036.87,3
Company 1960,manufacturing,10001.19,5,4,4.42,34.15,378,80.34,46363.76,5398.59,5
Company 1961,manufacturing,49252.38,5,1,3.01,31.51,105,66.75,34601.06,29410.9,5
Company 1962,retail,46486.06,3,1,-4.44,19.52,332,101.78,48330.11,41080.6,1
Company 1963,manufacturing,35559.52,3,2,15.49,29.38,494,82.52,98670.02,71785.85,2
Company 1964,technology,71474.8,3,2,4.29,7.11,346,102.87,68057.79,51099.74,2
Company 1965,healthcare,82136.56,7,1,17.75,22.17,354,69.25,98472.56,83701.68,7
Company 1966,technology,77533.6,7,2,2.66,32.73,104,50.13,54171.87,38715.93,6
Company 1967,healthcare,46495.0,3,2,4.71,16.89,322,92.97,57137.66,39271.02,1
Company 1968,services,24802.57,3,1,-1.75,33.8,357,95.51,46165.09,39240.33,3
Company 1969,manufacturing,101993.72,6,2,4.92,11.62,64,53.23,20918.76,17780.95,4
Company 1970,manufacturing,60476.55,5,1,13.55,8.17,162,84.4,33642.31,28595.97,1
Company 1971,retail,121867.06,4,4,0.06,20.74,442,86.36,105508.36,35723.98,3
Company 1972,services,112652.2,6,4,11.22,32.22,499,58.02,96217.13,24044.04,5
Company 1973,healthcare,19198.56,4,2,-4.75,14.34,94,80.39,9801.27,7700.68,2
Company 1974,retail,19008.13,3,4,14.11,29.0,368,63.38,41151.99,14748.75,2
Company 1975,technology,32714.3,4,2,-1.96,10.08,255,50.9,45670.63,34821.48,3
Company 1976,technology,25719.06,7,4,15.22,27.37,299,97.68,53944.97,20050.59,7
Company 1977,manufacturing,109557.13,6,1,5.73,21.71,260,77.04,59884.48,50901.81,5
Company 1978,services,79304.31,3,2,23.25,10.25,434,92.99,104974.82,73027.71,2
Company 1979,healthcare,144256.35,5,3,-8.85,26.54,228,89.76,108143.01,70881.66,2
Company 1980,technology,82222.93,7,1,-12.71,26.41,298,104.65,44805.23,38084.44,1
Company 1981,services,70750.84,7,4,-2.39,20.46,337,74.09,76156.32,36101.58,6
Company 1982,retail,156339.28,6,2,-11.62,11.76,280,73.52,84894.61,69073.11,3
Company 1983,services,87184.5,3,2,-11.59,8.97,441,65.5,71999.47,61199.55,2
Company 1984,technology,63226.62,4,2,12.46,33.72,126,84.38,64449.73,54782.27,4
Company 1985,manufacturing,195704.75,4,4,4.95,24.67,474,76.74,144466.46,51744.3,3
Company 1986,services,65653.4,3,1,-0.76,29.28,342,90.08,65524.26,55695.62,1
Company 1987,retail,46935.4,3,4,0.36,25.91,480,69.61,68269.46,19379.97,2
Company 1988,healthcare,30630.19,4,4,-2.17,29.88,193,57.2,34664.33,13264.06,3
Company 1989,services,105074.02,5,4,24.8,9.87,244,97.43,51835.46,18217.58,2
Company 1990,technology,161077.43,4,4,-3.83,19.91,31,95.54,85886.0,25154.11,1
Company 1991,technology,57499.42,5,4,-10.87,25.01,462,69.31,51515.79,20948.63,2
Company 1992,healthcare,170473.05,4,3,14.55,8.1,409,87.97,158791.24,89415.62,1
Company 1993,retail,12381.86,3,2,2.41,9.5,155,77.08,27202.19,23043.54,1
Company 1994,technology,57276.02,7,2,29.47,24.02,35,91.85,40078.15,28133.35,6
Company 1995,manufacturing,57984.1,5,4,-1.31,31.06,351,71.46,86966.32,36522.18,2
Company 1996,healthcare,33469.99,4,2,15.15,24.81,339,79.46,76148.58,62447.9,3
Company 1997,retail,403160.02,7,3,17.99,6.09,268,53.18,196632.02,128952.38,2
Company 1998,retail,56786.05,7,1,-1.26,34.11,86,59.62,32661.7,27762.44,4
Company 1999,services,43209.49,7,2,-3.92,9.19,460,93.0,101562.25,78528.31,3
Company 2000,manufacturing,61130.71,3,2,13.9,11.98,221,70.99,58356.18,44745.77,1
